company_name|license_number|licensee_type_cd|licensee_type_cd|expiration_date|address1/city/state/zip|phone_number_type|phone|qualifying_individual|license_type2
OUTDOOR EXPRESSIONS LLC|LIC-0006830|14|General Contractor|Class|D-4 Land, Irrig, Sitework|08/28/2015|PO BOX 58 HYGIENE, CO 80533|Brian Rench
REDEKER EXCAVATING INC|LIC-0009613|14|General Contractor|Class|D-4 Land, Irrig, Sitework|08/20/2015|2931 N HWY 85 CASTLE ROCK, CO 80109|303-681-2218|Rebecca Redeker|28|Right-of-Way|01/07/2016
RIOS LANDSCAPING SERVICES LLC|LIC-0010805|14|General Contractor|Class|D-4 Land, Irrig, Sitework|01/29/2016|5505 VALMONT RD #168 BOULDER, CO 80301|720-275-1019|Mario Rios Salazar
ROCK & COMPANY, INC|LIC-0004322|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|08/12/2015|PO BOX 568 BRIGHTON, CO 80601|303-210-1518|303-637-9230|Bruce Davis
SEA BREEZE|LIC-0010169|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|02/15/2016|16316 9TH ST MEAD, CO 80542|Miguel Martinez
SINGING HILLS INC|LIC-0003988|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|10/08/2015|16797 E 2ND AVE C102 AURORA, CO 80011|303-343-4100|Deb Leman
STEWART INDUSTRIALS, LLC|LIC-0010843|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|03/19/2016|4914 SANDY RIDGE AVE FIRESTONE, CO 80504|303-960-8681|Matthew Stewart|28|Right-of-Way|03/19/2016
STRAIGHT LINE EXCAVATION|LIC-0010811|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|02/05/2016|6792 PARTRIDGE DR LOVELAND, CO 80537|Thomas Bryan|28|Right-of-Way|03/25/2016
TERRACARE ASSOCIATES, LLC|LIC-0009773|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|06/12/2015|9742 TITAN PARK CIR LITTLETON, CO 80125|720-587-2520|Dean Murphy
TLS LLC|LIC-0010798|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|01/22/2016|5690 JUHLS DR BOULDER, CO 80301|303-562-8118|Brant Turney|20|General Contractor|Class|E Fences|01/22/2016
URBAN WOODS LLC|LIC-0009414|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|02/10/2016|3097 EDISON CT BOULDER, CO 80301|32|VIT KOHOUTEK|28|Right-of-Way|04/03/2015|Certified Arborist|02/10/2016
VINTAGE STONEWORKS LLC|LIC-0010269|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|05/27/2015|2477 23RD ST BOULDER, CO 80304|William Chapdelaine
WIMMER CONSTRUCTION INC|LIC-0008469|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|06/03/2015|7124 WCR 17 FORT LUPTON, CO 80621|303-252-1420|Hans Wimmer
FIVE STAR HOMES, INC|LIC-0010548|16|General Contractor|Class|D-6|Mobile|Home|03/13/2016|3917 75TH ST BOULDER, CO 80301|303-717-1353|David Money
MASON CONSTRUCTION, INC|LIC-0001507|16|General Contractor|Class|D-6|Mobile|Home|11/22/2015|PO BOX 370 WINDSOR, CO 80550|970-532-7040|John Mason
MULTI-CRAFT CONSTRUCTION|LIC-0009808|09|General Contractor|Class|C|03/19/2013|2170 E 90TH AVE THORNTON, CO 80229|720-274-0013|Trent Yopp|16|General Contractor|Class|D-6|Mobile|Home|08/22/2015
RIVERSIDE STORAGE & RECYCLE|LIC-0008810|16|General Contractor|Class|D-6|Mobile|Home|05/08/2015|137 N FRONT ST STERLING, CO 80751|970-466-1681|Craig Shriver
SCHINDLER CONSTRUCTION|LIC-0006640|16|General Contractor|Class|D-6|Mobile|Home|11/20/2015|PO BOX 1630 JOHNSTOWN, CO 80534|Michael Schindler
SMITH TRUCKING|LIC-0010755|16|General Contractor|Class|D-6|Mobile|Home|11/24/2015|46469 SUNDANCE TRL PARKER, CO 80138|303-841-6961|Scott Todd
TYSON HOME SERVICE|LIC-0005024|16|General Contractor|Class|D-6|Mobile|Home|05/03/2016|1852 42ND ST EVANS, CO 80620|970-388-3004|Tyson Schroeder
5280 POOLS AND SPAS|LIC-0010575|18|General Contractor|Class|D-8|Requires|a|Permit|04/17/2015|DBA PREMIER POOLS AND SPAS DENVER, CO 80211|303-579-0076|Jesse Hogue
ALL EVENTS, INC|LIC-0009186|18|General Contractor|Class|D-8|Requires|a|Permit|07/03/2015|1438 NELSON RD UNIT B LONGMONT, CO 80501|303-485-9985|Dan Kasid
AQUALITY CONSTRUCTION|LIC-0009232|18|General Contractor|Class|D-8|Requires|a|Permit|08/31/2015|3050 INDUSTRIAL LN STE 100 BROOMFIELD, CO 80020|303-469-2229|Joseph Dempsey
ASSOCIATED POOL BUILDERS, INC|LIC-0006029|18|General Contractor|Class|D-8|Requires|a|Permit|01/15/2016|PO BOX 2318 BISMARCK, ND 58502-2318|701-258-6012|Sid Overton
BIG HORN PLASTERING OF|LIC-0008392|18|General Contractor|Class|D-8|Requires|a|Permit|10/03/2015|COLORADO INC|303-683-0681|Phillip Schmidt
BLUE WHITE POOLS|LIC-0001139|18|General Contractor|Class|D-8|Requires|a|Permit|09/08/2015|351 SANTA FE DR DENVER, CO 80223|303-571-5337|Russell Smith
BOULDER COUNTY CHIMNEY SWEEP|LIC-0009607|18|General Contractor|Class|D-8|Requires|a|Permit|05/22/2015|2360 PANORAMA AVE BOULDER, CO 80304|303-443-4543|Jeff Charlebois
BUGLET SOLAR LLC|LIC-0008315|18|General Contractor|Class|D-8|Requires|a|Permit|03/13/2016|722 IOWA ST GOLDEN, CO 80403|Whitney Painter
CGRS INC|LIC-0007636|18|General Contractor|Class|D-8|Requires|a|Permit|10/10/2015|1301 ACADEMY|970-493-7780|Eric Hick|CT FORT COLLINS, CO|80524
COLORADO PARTY RENTALS|LIC-0010709|18|General Contractor|Class|D-8|Requires|a|Permit|09/29/2015|5005 IRONTON ST DENVER, CO 80239|720-257-7637|GARY HALLAM
D & B DRILLING INC|LIC-0003520|18|General Contractor|Class|D-8|Requires|a|Permit|11/05/2015|5135 WARD RD WHEAT RIDGE, CO 80033|303-423-6834|303-423-6834|Dale Jones
DILLON DEVELOPERS INC|LIC-0010176|18|General Contractor|Class|D-8|Requires|a|Permit|02/22/2016|PO BOX 1435 NEDERLAND, CO 80466|303-258-3125|HEATH DILLON|28|Right-of-Way|02/22/2016
EATON SALES & SERVICE LLC|LIC-0001309|18|General Contractor|Class|D-8|Requires|a|Permit|03/31/2016|4803 YORK ST DENVER, CO 80216|303-296-5748|303-296-4800|Kirby Bontelle
GLOVER MASONRY CORPORATION|LIC-0009338|18|General Contractor|Class|D-8|Requires|a|Permit|11/24/2015|4830 DOVER ST ARVADA, CO 80002|303-424-1990|Curtis Jenkins
HARLEY KEETER JR TRUCKING, INC|LIC-0960483|18|General Contractor|Class|D-8|Requires|a|Permit|09/17/2015|6379 VALMONT RD BOULDER, CO 80301|303-442-2131|Ben Keeter|28|Right-of-Way|11/05/2015
HYDRO DYNAMIC SERVICES LLC|LIC-0009499|18|General Contractor|Class|D-8|Requires|a|Permit|06/03/2015|890 N 9TH AVE BRIGHTON, CO 80603|303-654-1500|Brent Flot
INTEGRITY POOL BUILDERS|LIC-0010736|18|General Contractor|Class|D-8|Requires|a|Permit|10/27/2015|5596 S SIMMS WAY LITTLETON, CO 80127|303-505-1652|Randy Reardon, Jr
MONARCH SWIMMING POOLS, INC|LIC-0005050|18|General Contractor|Class|D-8|Requires|a|Permit|07/15/2015|2211 S LEYDEN ST DENVER, CO 80222|303-472-6402|303-757-5481|John Grimes
MOUNTAIN VIEW TENT COMPANY|LIC-0008465|18|General Contractor|Class|D-8|Requires|a|Permit|08/21/2015|11841 RACINE CT HENDERSON, CO 80640|303-287-4101|Thomas Miller
MR POOL INC|LIC-0002453|18|General Contractor|Class|D-8|Requires|a|Permit|09/23/2015|2347 SOUTH ST BOULDER, CO 80302|303-443-0821|Terry Seidel
PARTY TIME RENTAL, INC|LIC-0009137|18|General Contractor|Class|D-8|Requires|a|Permit|06/20/2015|3175 S PLATTE RIVER DR ENGLEWOOD, CO 80110|303-935-4545|LIC-0010771|303-420-0966|William Blakley|18|General Contractor|Class|D-8|Requires|a|Permit|12/15/2015
PHOENIX MASONRY INC|LIC-0009753|18|General Contractor|Class|D-8|Requires|a|Permit|01/25/2016|16200 WASHINGTON ST THORNTON, CO 80023|303-252-0993|Christy Crook
PROP MAINTENANCE LLC|LIC-0006706|18|General Contractor|Class|D-8|Requires|a|Permit|09/24/2015|PO BOX 19502 BOULDER, CO 80308|720-890-4978|Gareth Smith
RC SPECIAL EVENTS|LIC-0006821|18|General Contractor|Class|D-8|Requires|a|Permit|02/02/2016|6330 GUNPARK DR BOULDER, CO 80301|303-527-2905|Stephanie Ferszt
REARDON CONSTRUCTION|LIC-0007102|18|General Contractor|Class|D-8|Requires|a|Permit|04/25/2016|ENTERPRISES|303-788-1330|Randy Reardon
ROBSON CONTRACTING, LTD|LIC-0009638|18|General Contractor|Class|D-8|Requires|a|Permit|09/22/2015|8475 W I-25 FRONTAGE RD LONGMONT, CO 80504|303-440-9382|Daniel Robson
ROCKY MOUNTAIN FLAG COMPANY|LIC-0010737|18|General Contractor|Class|D-8|Requires|a|Permit|10/28/2015|12293 E ILIFF AVE UNIT B AURORA, CO 80014|303-745-9035|JOSH TEMPLE
ROMANIAN AMERICAN FREEDOM|LIC-0009643|18|General Contractor|Class|D-8|Requires|a|Permit|09/13/2015|ALLIANCE|Adrian Ionescu
SAN JUAN POOLS OF COLORADO|LIC-0005077|18|General Contractor|Class|D-8|Requires|a|Permit|05/07/2015|PO BOX 3553 BOULDER, CO 80307|303-449-2149|Danny Hersman
TETRA TECH CONSTRUCTION INC|LIC-0008706|18|General Contractor|Class|D-8|Requires|a|Permit|05/10/2015|2817 S 46TH ST PHOENIX, AZ 85040|480-398-3737|Debra Blanton|28|Right-of-Way|04/19/2016
TOTAL CONCRETE SERVICES INC|LIC-0002343|18|General Contractor|Class|D-8|Requires|a|Permit|09/08/2015|4462 HILLTOP RD LONGMONT, CO 80504|303-447-8450|Jeff Nissen|28|Right-of-Way|05/03/2015
VENT MASTERS INC|LIC-0008040|18|General Contractor|Class|D-8|Requires|a|Permit|10/07/2015|11575 W 13TH AVE LAKEWOOD, CO 80215|303-233-1025|Dana
YENTER COMPANIES, INC|LIC-0006077|18|General Contractor|Class|D-8|Requires|a|Permit|05/05/2015|20300 W HWY 72 ARVADA, CO 80007|303-279-4458|Thaddeus Spack|28|Right-of-Way|05/05/2015
A BOULDER FALLS LANDSCAPE LLC|LIC-0010099|12|General Contractor|Class|D-2 Roofing|07/31/2015|4990 OSAGE DR APT D-3 BOULDER, CO 80303|20|Epifania Corrales|14|General Contractor|Class|D-4 Land, Irrig,|Sitework|07/31/2015|General Contractor|Class|E Fences|07/31/2015
A STRAIGHT UP FENCE CO, LLC|LIC-0008898|20|General Contractor|Class|E Fences|06/05/2015|8850 RUTGERS ST WESTMINSTER, CO|720-404-4730|Brian Baumgardner|80031
AJI FENCE LTD|LIC-0001527|20|General Contractor|Class|E Fences|04/20/2016|909 E 68TH AVE DENVER, CO 80229|303-289-4388|Fred Garliech
ANDREW THOMAS CONTRACTORS|LIC-0009759|20|General Contractor|Class|E Fences|03/31/2016|PO BOX 946 ARVADA, CO 80001|303-434-7926|Kyle Fletcher
AVID4 ADVENTURE|LIC-0007119|20|General Contractor|Class|E Fences|04/08/2016|PO BOX 287 BOULDER, CO 80306|303-589-8975|Kyle Littman
BOULDER FENCE COMPANY|LIC-0005163|20|General Contractor|Class|E Fences|04/09/2015|PO BOX 101 ERIE, CO 80516-0101|720-841-3120|Anthony Floyd
BOUNDARY BRO'S LLC|LIC-0010660|20|General Contractor|Class|E Fences|07/03/2015|77 S OGDEN ST DENVER, CO 80209|Sam McGuire
BUCKINGHAMS FENCE & SPRINKLER|LIC-0010570|20|General Contractor|Class|E Fences|04/03/2016|LLC|303-817-8761|Ross Sutherland
CARPENTER FENCE, INC|LIC-0001270|20|General Contractor|Class|E Fences|04/23/2015|2113 KAY ST LONGMONT, CO 80501|303-776-0602|Greg Carpenter
CEDAR & SOIL ARTISAN LANDSCAPES|LIC-0009002|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|06/03/2015|2242 LINCOLN ST LONGMONT, CO 80501|720-297-0880|Jason Johnson|20|General Contractor|Class|E Fences|06/03/2015
CHAMPION FENCE & CONSTRUCTION|LIC-0003223|20|General Contractor|Class|E Fences|09/17/2015|5760 W 60TH AVE ARVADA, CO 80003|303-467-1910|Brian Teel
CORDILLERA FENCE CO, LLC|LIC-0010509|20|General Contractor|Class|E Fences|03/31/2016|10313 E PEAKVIEW AVE #H-204 ENGLEWOOD, CO|720-329-9078|Rebecca Pfoff
CROISSANT CUSTOM FABRICATIONS|LIC-0010547|20|General Contractor|Class|E|Fences|03/12/2016|1457 W MAPLE AVE DENVER, CO 80223|303-778-7582|Milton Croissant, Jr
CUSTOM FENCE & SUPPLY, INC|LIC-0005804|20|General Contractor|Class|E|Fences|04/04/2015|3031 HIGHWAY 119 LONGMONT, CO 80504|303-651-5716|Randy Lofquist
DANIEL MASTER LANDSCAPING|LIC-0009136|20|General Contractor|Class|E|Fences|03/13/2016|9744 MARSHALL WAY WESTMINSTER, CO 80021|303-657-6236|Hai Nguyen
DAYSTAR & ASSOCIATES LLC|LIC-0007908|20|General Contractor|Class|E|Fences|10/16/2015|PO BOX 101568 DENVER, CO 80250-1568|Scott Canady
DGO ACCESS, LLC|LIC-0008762|20|General Contractor|Class|E|Fences|06/24/2015|357 MAIN ST LONGMONT, CO 80501|303-485-1700|David O'Donnell
DLS CONSTRUCTION LLC|LIC-0008209|20|General Contractor|Class|E|Fences|04/17/2015|2831 ELLISON PL BOULDER, CO 80304|303-443-0708|David Jenkins
ELCAR FENCE & SUPPLY CO|LIC-0001868|20|General Contractor|Class|E|Fences|08/05/2015|2155 S VALENTIA ST DENVER, CO 80231|303-755-5211|303-755-5211|Alfred Ellerby Jr
ENVIRONMENTAL DESIGNS INC|LIC-0007839|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|10/20/2015|12511 E 112TH AVE HENDERSON, CO 80640|720 312 2238|Shawn Ryan|20|General Contractor|Class|E Fences|10/20/2015
ENVIRONMENTAL LANDWORKS CO,|LIC-0010720|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|10/13/2015|INC|303-862-9480|William Chevalier|20|General Contractor|Class|E Fences|10/13/2015
EVOKE LLC|LIC-0007778|20|General Contractor|Class|E Fences|09/23/2015|4320 ELIOT ST DENVER, CO 80211|303-579-8064|Jonathan Stevens
FENCERIGHT COMPANY|LIC-0009396|20|General Contractor|Class|E Fences|04/17/2015|1193 S INCA ST DENVER, CO 80223|303-715-0331|Matthew Wagoner
FLA/CM LLC|LIC-0009470|20|General Contractor|Class|E Fences|04/10/2015|PO BOX 36 NIWOT, CO 80544|303-443-3750|Chad Fletemeyer
G & G CONTRACTORS LLC|LIC-0010651|20|General Contractor|Class|E Fences|07/08/2015|2718 CARNATION PLACE LOVELAND, CO 80537|970-461-0123|Paul Guerrero
GREATER WESTERN FENCE LLC|LIC-0001238|20|General Contractor|Class|E Fences|01/16/2016|652 W PARK AVE JOHNSTOWN, CO 80534|303-469-8261|Jason Barrett
HANDS ON CONSTRUCTION|LIC-0010664|20|General Contractor|Class|E Fences|07/25/2015|5007 E 112TH CT THORNTON, CO 80233|303-521-4521|Ashley Lawrence
HANZ-ON PRO HANDYMAN SERVICE|LIC-0009430|20|General Contractor|Class|E Fences|03/18/2016|3742 CEDARLODGE ST BOULDER, CO 80301|303-332-1070|Lawrence Pevec
HARRISON FENCE & DECK|LIC-0003448|20|General Contractor|Class|E Fences|03/13/2016|1139 HOLLY AVE LONGMONT, CO 80501|303-684-8050|720-849-1492|Brian Harrison
HENDERSHOTT CONSTRUCTION|LIC-0970087|10|General Contractor|Class|D-1 Demolition|& Moving|09/28/2013|PO BOX 20203 BOULDER, CO 80308|303-443-1563|Phil Hendershott|20|General Contractor|Class|E Fences|09/08/2015|28|Right-of-Way|08/19/2015
IDEAL FENCING CORPORATION|LIC-0002250|20|General Contractor|Class|E Fences|08/08/2015|5795 IDEAL DR ERIE, CO 80516|970-663-5691|303-962-8100|James Bockelmann
JERRI'S GARDENS|LIC-0010833|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|03/10/2016|1027 PINE ST #2 BOULDER, CO 80302|720-648-6575|Jerri Davis|20|General Contractor|Class|E Fences|03/10/2016
LER INC|LIC-0006059|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|08/20/2015|775 CANOSA CT DENVER, CO 80204|303-825-3435|Lee Renner|20|General Contractor|Class|E Fences|08/20/2015|28|Right-of-Way|08/20/2015
MARPA CONSTRUCTION, LLC|LIC-0010473|20|General Contractor|Class|E Fences|01/20/2016|1539 PEARL ST BOULDER, CO 80302|720-470-2920|Ashley Ingraham
METRO FENCE COMPANY INC|LIC-0001218|20|General Contractor|Class|E Fences|04/12/2015|8335 QUEBEC ST COMMERCE CITY, CO 80022|303-466-6115|303-469-1317|Kenneth Newman
MONROE FENCE LLC|LIC-0001906|20|General Contractor|Class|E Fences|09/30/2015|11377 BILLINGS AVE LAFAYETTE, CO 80026|303-444-2556|Darrell Monroe
MOYER FENCE SERVICES INC|LIC-0004323|20|General Contractor|Class|E Fences|08/27/2015|3661 SUNFLOWER CR LONGMONT,|303-507-4809|303-678-1619|Todd Moyer|CO|80503
MR GREENTHUMB LLC|LIC-0010567|14|General Contractor|Class|D-4 Land, Irrig, Sitework|04/01/2015|6295 COUNTY RD 5 ERIE, CO 80516|720-436-9379|Devin Beck|20|General Contractor|Class|E Fences|04/01/2015
NAPP LANDSCAPE SERVICE INC|LIC-0001153|09|General Contractor|Class|C|03/11/2016|11749 N 75TH ST LONGMONT, CO 80503|303-651-0738|Thaddeus Napp|14|General Contractor|Class|D-4 Land, Irrig, Sitework|06/13/2015|20|General Contractor|Class|E Fences|06/13/2015|28|Right-of-Way|09/23/2015
ONE EARTH LANDSCAPE, INC|LIC-0008353|14|General Contractor|Class|D-4 Land, Irrig, Sitework|04/16/2015|4901 JAY RD BOULDER, CO 80301|303-545-9231|James Zarka|15|General Contractor|Class|D-5 Detached Garage/Shed|09/18/2015|20|General Contractor|Class|E Fences|09/18/2015
RCT CONSTRUCTION|LIC-0010162|20|General Contractor|Class|E Fences|10/23/2015|2281 CHAMPLAIN DR BOULDER, CO 80301|303-443-7832|Richard Thornley
REDROCKS CONSTRUCTION LLC|LIC-0010695|20|General Contractor|Class|E Fences|09/11/2015|PO BOX 656 LYONS, CO 80501|303-775-4145|Chad Soulia
RTU CONCEPTS LLC|LIC-0010643|20|General Contractor|Class|E|Fences|06/25/2015|7808 HILLVIEW ST KALAMAZOO, MI 49009|269-599-8039|Dave Lindenbach
SERVICES RENDERED, INC|LIC-0006786|20|General Contractor|Class|E|Fences|03/13/2016|9940 W 59TH PL #4 ARVADA, CO 80004|303-421-6548|Joe Thede
SLATON BROS, INC|LIC-0009213|20|General Contractor|Class|E|Fences|08/16/2015|7108 S ALTON WAY CENTENNIAL, CO 80112|303-806-8160|Frank Dehoff
SOUTHWEST CONST SUPPLY & SALES|LIC-0003140|20|General Contractor|Class|E|Fences|04/26/2015|2827 W 9TH AVE DENVER, CO 80204|303-595-8575|Paul Flores
SPLIT RAIL FENCE COMPANY INC|LIC-0002553|20|General Contractor|Class|E|Fences|10/27/2015|8065 BRANDON DR LITTLETON, CO 80125|303-204-0993|303-791-1997|Tom Barenberg
STANDARD FENCE COMPANY|LIC-0001353|20|General Contractor|Class|E Fences|04/30/2015|4680 JASON ST DENVER, CO 80211|303-433-7301|Mark Scavo
STEELOCK FENCE COMPANY|LIC-0002973|20|General Contractor|Class|E Fences|12/16/2015|2690 E 78TH AVE DENVER, CO 80229|303-295-1915|Steven Streeter
STREAMLINE FENCE & SNOW|LIC-0001608|20|General Contractor|Class|E Fences|03/10/2016|1356 EMERY ST LONGMONT, CO 80501|303-682-9361|Steve McCloud
THE OTHER FENCE COMPANY|LIC-0004127|20|General Contractor|Class|E Fences|01/30/2016|PO BOX 1126 ERIE, CO 80516|303-828-1455|Robb Cadwell
THOMAS EMERSON|LIC-0010592|20|General Contractor|Class|E Fences|05/05/2015|2227 SUNRIDGE CIR BROOMFIELD, CO 80020|720-544-7288|THOMAS EMERSON
TLS LLC|LIC-0010798|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|01/22/2016|5690 JUHLS DR BOULDER, CO 80301|303-562-8118|Brant Turney|20|General Contractor|Class|E Fences|01/22/2016
EMPIRE FIRE & SAFETY INC|LIC-0009018|02|Fire Class|A|Fire|Sprinkler Systems|03/12/2016|10475 IRMA DR UNIT 17 NORTHGLENN, CO 80233|303-451-0975|Dave Walker
EXTREME FIRE PROTECTION|LIC-0008460|02|Fire Class|A|Fire|Sprinkler Systems|06/26/2015|10495 SOUTH PROGRESS WAY PARKER, CO 80134|303-389-9910|Dwon Lewis
4800 W 60TH AVE ARVADA, CO 80003|02|Fire Class|A|Fire|Sprinkler Systems|03/20/2016|24hr Phone|Connie Smith|303-466-8800|04|Fire Class|C|Fire|Alarm Systems|10/22/2015
FIRE ALARM SYSTEM TECHNOLOGIES|LIC-0007100|02|Fire Class|A|Fire|Sprinkler Systems|04/01/2015|INC|720-480-4647|J Hemming|04|Fire Class|C|Fire|Alarm Systems|04/01/2015
FIRE PROTECTION INC|LIC-0004083|02|Fire Class|A|Fire|Sprinkler Systems|06/14/2015|4981 E 39TH AVE DENVER, CO 80207|303-399-1366|303-399-1366|Denny Ross
FIRE-TECH INC|LIC-0002912|02|Fire|Class|A|Fire|Sprinkler|Systems|07/19/2015|7274 QUARTZ ST ARVADA, CO 80007|303-422-2800|303-422-2800|Walter Schnapp, Jr
FIRETECH, LLC|LIC-0010742|02|Fire|Class|A|Fire|Sprinkler|Systems|11/04/2015|1353 BAUR BLVD ST LOUIS, MO 63132|314-292-6250|Michael Shelton
FLOW FIRE PROTECTION, INC|LIC-0006804|02|Fire|Class|A|Fire|Sprinkler|Systems|05/27/2015|3054 LAKE CANAL CT UNIT 100 FORT COLLINS, CO|970-494-1817|Matt Fix
FREEDOM FIRE PROTECTION, LLC|LIC-0007236|02|Fire|Class|A|Fire|Sprinkler|Systems|08/31/2015|4026 MULLIGAN DR LONGMONT, CO 80504|303-827-2060|Andrew Teebken
FRONT RANGE FIRE PROTECTION|LIC-0004045|02|Fire|Class|A|Fire|Sprinkler|Systems|09/12/2015|246 BARBERRY PL LOVELAND, CO 80537|970-290-9040|970-663-3310|Robert Dehn
FRONTIER FIRE PROTECTION INC|LIC-0004019|02|Fire|Class|A|Fire|Sprinkler|Systems|02/14/2016|2617 W HOLDEN PL DENVER, CO 80204|303-629-0221|303-629-0221|William Martin
H2O FIRE PROTECTION INC|LIC-0002267|02|Fire|Class|A|Fire|Sprinkler|Systems|08/22/2015|7135 IVY ST COMMERCE CITY, CO 80022|303-761-7755|Michael Eggleston
HYDROPRO FIRE SPRINKLER|LIC-0010691|02|Fire|Class|A|Fire|Sprinkler|Systems|09/09/2015|COMPANY|719-536-0680|Gabriel Virgil
INTERIOR SPRINKLER SYSTEMS INC|LIC-0008643|02|Fire|Class|A|Fire|Sprinkler|Systems|04/13/2016|1535 10TH AVE #4 GREELEY, CO 80631|970-302-3777|Nathan Buie
JACOBS FIRE PROTECTION INC|LIC-0004088|02|Fire|Class|A|Fire|Sprinkler|Systems|07/01/2015|1169 S HURON|303-698-1190|303-698-1190|Leroy Jacobs|UNIT K DENVER, CO 80223
KARMICHAEL AND COMPANY|LIC-0002927|02|Fire|Class|A|Fire|Sprinkler|Systems|03/07/2016|21512 WCR 4 HUDSON, CO 80642|303-536-4697|Michael Grillos
KOBOBEL FIRE PROTECTION LLC|LIC-0008515|02|Fire|Class|A|Fire|Sprinkler|Systems|11/20/2015|5871 LOCKHEED AVE LOVELAND, CO 80538|970-587-7071|Jeremy Kobobel
L NOTHHAFT & SON INC|LIC-0004058|02|Fire|Class|A|Fire|Sprinkler|Systems|08/09/2015|2520 W 62ND CT DENVER, CO 80221|303-433-3329|303-433-3329|H Nothhaft II
LIFEGUARD FIRE SPRINKLERS INC|LIC-0005060|02|Fire|Class|A|Fire|Sprinkler Systems|07/29/2015|3025 S CR 137 BENNETT, CO 80102|303-229-7033|Michael Hankins
MARTIN FIRE PROTECTION|LIC-0009111|02|Fire|Class|A|Fire|Sprinkler Systems|04/23/2016|12295 PENNSYLVANIA ST #4B THORNTON, CO 80241|303-425-6678|Jeremy Martin
MERIDIAN FIRE & SECURITY, LLC|LIC-0006905|02|Fire|Class|A|Fire|Sprinkler Systems|08/25/2015|7173 S HAVANA ST STE 400 CENTENNIAL, CO 80112|303-790-2520|George McNeill|04|Fire|Class|C|Fire|Alarm Systems|03/17/2016
METRO STATE FIRE, INC|LIC-0008516|02|Fire|Class|A|Fire|Sprinkler Systems|01/29/2016|PO BOX 150548 LAKEWOOD, CO 80215|303-789-0016|Kip Henthorn|04|Fire|Class|C|Fire|Alarm Systems|10/12/2015
MOUNTAIN STATES FIRE PROT INC|LIC-0004069|02|Fire|Class|A|Fire|Sprinkler Systems|07/30/2015|1220 S INCA ST DENVER, CO 80223|303-778-8193|303-778-8193|Dan Kyle
PERFORMANCE FIRE PROTECTION INC|LIC-0010194|02|Fire|Class|A|Fire|Sprinkler|Systems|03/18/2016|6225 W 48TH AVE UNIT 104 WHEAT RIDGE, CO 80033|720-232-8299|Robert Gonglach
PRECISION FIRE PROTECTION INC|LIC-0006565|02|Fire|Class|A|Fire|Sprinkler|Systems|11/22/2015|9205 W 73RD AVE ARVADA, CO 80005|303-432-8181|Darrald Le Van
PREMIER FIRE PROTECTION|LIC-0003408|02|Fire|Class|A|Fire|Sprinkler|Systems|04/15/2015|630 W 1ST ST LOVELAND, CO 80537|970-667-8398|970-663-1763|James Knapp
197 S 104TH ST STE A LOUISVILLE, CO 80027|04|Fire Class|C|Fire|Alarm|Systems|11/10/2015|Primary Phone|Wayne Nemitz|720-887-3877
210 BRYANT ST DENVER, CO 80219|04|Fire Class|C|Fire|Alarm|Systems|01/28/2016|24hr Phone|Steve Silverthorn|303-806-0464
DETECT FIRE LLC|LIC-0010415|04|Fire Class|C|Fire|Alarm|Systems|10/21/2015|8547 E ARAPAHOE RD 5213 GREENWOOD, CO 80112|303-500-2775|Danny Griggs
13739 CR 25 1/2 PLATTEVILLE, CO 80651|04|Fire Class|C|Fire|Alarm|Systems|12/19/2015|Primary Phone|Ean Logan|970-785-0601
7415 S DEXTER ST CENTENNIAL, CO 80122|04|Fire Class|C|Fire|Alarm|Systems|09/10/2015|Primary Phone|Brad Van lwarden|303.549.8390
2107 W COLLEGE AVE ENGLEWOOD, CO 80110|04|Fire Class|C|Fire|Alarm|Systems|04/23/2015|Primary Phone|David White|303-934-1234
2131 S JASMINE ST DENVER, CO 80222|04|Fire Class|C|Fire|Alarm|Systems|08/11/2015|24hr Phone|Mihai Simon|720-988-5841
PO BOX 160 NIWOT, CO 80544|04|Fire Class|C|Fire|Alarm|Systems|12/14/2015|Primary Phone|Shane Heil|303-530-3333
